System Properties:																																												
Operating System:	 Microsoft Windows NT 6.0.6001 Service Pack 1																																											
System User Name:	 Tobii																																											
Machine Name:	 MOUNTDOOM																																											
Data properties:																																												
Recording name:	 Rec 25																																											
Recording date:	 7/9/2009																																											
Recording time:	 5:54:17 PM																																											
Recording resolution:	 1280 x 800																																											
Export date:	 7/13/2009																																											
Export time:	 12:49:19 PM																																											
Participant:	 P1																																											
Filter settings:																																												
Eye: Average																																												
Validity: Normal																																												
Fixation filter: Tobii fixation filter																																												
Fixation radius: 35																																												
Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	AudioSampleNumber		
59347	17:55:16.347	00:00:59.346	3562	640.9482	499.046100	0.641922	0.409364	704.634200	4.208092	0	617.174	404.617200	0.481738	0.408298	718.679900	4.647771	0	112	629.000000	452						69.avi	0	1280	800	0	0	629	457	1632	0	Content		629.000000	452	59346948	2546791833	3072679
59364	17:55:16.364	00:00:59.363	3563	630.5991	493.129800	0.641828	0.409324	704.415400	4.190946	0	616.8412	397.512600	0.481700	0.408397	718.679900	4.631024	0	112	624.000000	445						69.avi	0	1280	800	0	0	629	457	1632	0	Content		624.000000	445	59363573	2546808458	3073477
59380	17:55:16.380	00:00:59.380	3564	627.653	493.752300	0.641802	0.409310	704.349800	4.181476	0	619.2769	400.523300	0.481686	0.408378	718.679900	4.642485	0	112	623.000000	447						69.avi	0	1280	800	0	0	629	457	1632	0	Content		623.000000	447	59380197	2546825082	3074275
59397	17:55:16.397	00:00:59.396	3565	627.7894	479.870700	0.641787	0.409309	704.322400	4.182726	0	617.21	396.491600	0.481671	0.408389	718.679900	4.645009	0	112	622.000000	438						69.avi	0	1280	800	0	0	629	457	1632	0	Content		622.000000	438	59396822	2546841707	3075073
59414	17:55:16.414	00:00:59.413	3566	634.2892	487.296000	0.641785	0.409315	704.315200	4.203491	0	622.7401	398.624800	0.481673	0.408417	718.679900	4.657371	0	112	629.000000	443						69.avi	0	1280	800	0	0	629	457	1632	0	Content		629.000000	443	59413571	2546858456	3075877
59430	17:55:16.430	00:00:59.430	3567	639.5629	491.305700	0.641790	0.409533	704.321800	4.236067	0	623.2056	399.214900	0.481393	0.408446	720.764200	4.663174	0	112	631.000000	445						69.avi	0	1280	800	0	0	629	457	1632	0	Content		631.000000	445	59430197	2546875082	3076675
59447	17:55:16.447	00:00:59.446	3568	638.2262	507.627200	0.641765	0.409517	704.346100	4.238254	0	623.8065	391.713700	0.481381	0.408697	720.764200	4.672037	0	112	631.000000	450						69.avi	0	1280	800	0	0	629	457	1632	0	Content		631.000000	450	59446822	2546891707	3077473
59463	17:55:16.463	00:00:59.463	3569	641.5001	503.224800	0.641728	0.409521	704.468100	4.244823	0	624.1424	391.584700	0.481310	0.408695	720.764200	4.692738	0	112	633.000000	447						69.avi	0	1280	800	0	0	629	457	1632	0	Content		633.000000	447	59463447	2546908332	3078271
59480	17:55:16.480	00:00:59.480	3570	640.3326	505.766100	0.641696	0.409552	704.459800	4.244842	0	623.2656	398.344800	0.481272	0.408762	720.764200	4.700141	0	112	632.000000	452						69.avi	0	1280	800	0	0	629	457	1632	0	Content		632.000000	452	59480194	2546925079	3079075
59497	17:55:16.497	00:00:59.496	3571	644.1725	495.925700	0.641649	0.409695	704.314200	4.254394	0	627.2947	409.853500	0.481222	0.408818	720.764200	4.729209	0	112	636.000000	453						69.avi	0	1280	800	0	0	629	457	1632	0	Content		636.000000	453	59496817	2546941702	3079873
59513	17:55:16.513	00:00:59.513	3572	646.5922	499.138900	0.641581	0.409838	704.328900	4.291396	0	627.5341	412.990800	0.481335	0.408617	719.993400	4.743834	0	112	637.000000	456						69.avi	0	1280	800	0	0	629	457	1632	0	Content		637.000000	456	59513441	2546958326	3080671
59530	17:55:16.530	00:00:59.530	3573	636.9771	501.463300	0.641561	0.409683	704.477500	4.259357	0	629.8377	401.260000	0.481268	0.408806	719.993400	4.724434	0	112	633.000000	451						69.avi	0	1280	800	0	0	629	457	1632	0	Content		633.000000	451	59530193	2546975078	3081475
59547	17:55:16.547	00:00:59.546	3574	645.6729	510.379700	0.641555	0.409600	704.530000	4.241848	0	622.6779	407.112900	0.481245	0.408790	719.993400	4.730349	0	112	634.000000	459						69.avi	0	1280	800	0	0	629	457	1632	0	Content		634.000000	459	59546816	2546991701	3082273
59563	17:55:16.563	00:00:59.563	3575	638.8258	517.524800	0.641556	0.409570	704.570000	4.266552	0	631.873	403.229500	0.481262	0.408766	719.993400	4.737840	0	112	635.000000	460						69.avi	0	1280	800	0	0	629	457	1632	0	Content		635.000000	460	59563441	2547008326	3083071
59580	17:55:16.580	00:00:59.580	3576	648.0258	509.206500	0.641561	0.409517	704.614300	4.257874	0	632.4688	406.641000	0.481274	0.408714	719.993400	4.732880	0	112	640.000000	458						69.avi	0	1280	800	0	0	629	457	1632	0	Content		640.000000	458	59580067	2547024952	3083869
59597	17:55:16.597	00:00:59.596	3577	644.5407	507.657400	0.641567	0.409606	704.625500	4.280463	0	633.0646	405.189200	0.481477	0.408545	718.709400	4.736220	0	112	639.000000	456						69.avi	0	1280	800	0	0	629	457	1632	0	Content		639.000000	456	59596815	2547041700	3084673
59613	17:55:16.613	00:00:59.613	3578	645.8779	507.468700	0.641535	0.409423	704.594400	4.248285	0	636.6486	425.422300	0.481427	0.408500	718.709400	4.715795	0	112	641.000000	466						69.avi	0	1280	800	0	0	629	457	1632	0	Content		641.000000	466	59613441	2547058326	3085471
59630	17:55:16.630	00:00:59.630	3579	645.1422	508.261600	0.641512	0.409348	704.662100	4.256854	0	632.2809	420.839300	0.481386	0.408438	718.709400	4.736813	0	112	639.000000	465						69.avi	0	1280	800	0	0	629	457	1632	0	Content		639.000000	465	59630063	2547074948	3086268
59647	17:55:16.647	00:00:59.646	3580	651.7681	506.688400	0.641480	0.409350	704.708700	4.291824	0	632.9084	422.747300	0.481366	0.408458	718.709400	4.734411	0	112	642.000000	465						69.avi	0	1280	800	0	0	629	457	1632	0	Content		642.000000	465	59646686	2547091571	3087066
59663	17:55:16.663	00:00:59.663	3581	647.2438	505.586400	0.641452	0.409222	704.782300	4.268178	0	631.8751	411.440300	0.481300	0.408364	718.709400	4.732424	0	112	640.000000	459						69.avi	0	1280	800	0	0	629	457	1632	0	Content		640.000000	459	59663436	2547108321	3087870
59680	17:55:16.680	00:00:59.680	3582	647.2164	505.113200	0.641444	0.409206	704.786400	4.249502	0	631.949	408.460600	0.481654	0.408176	715.938200	4.730437	0	112	640.000000	457						69.avi	0	1280	800	0	0	629	457	1632	0	Content		640.000000	457	59680060	2547124945	3088668
59697	17:55:16.697	00:00:59.696	3583	656.0998	496.911100	0.641422	0.409143	704.692800	4.258778	0	637.2228	408.220000	0.482460	0.408403	715.934700	4.778048	0	112	647.000000	453						69.avi	0	1280	800	0	0	629	457	1632	0	Content		647.000000	453	59696683	2547141568	3089466
59713	17:55:16.713	00:00:59.713	3584	654.596	502.122300	0.641422	0.409149	704.744600	4.275629	0	636.9996	425.810500	0.482486	0.408419	709.073400	4.723314	0	112	646.000000	464						69.avi	0	1280	800	0	0	629	457	1632	0	Content		646.000000	464	59713307	2547158192	3090264
59730	17:55:16.730	00:00:59.730	3585	652.1248	492.526500	0.641374	0.409041	704.574600	4.273717	0	643.022	426.313800	0.482476	0.408327	709.001400	4.710202	0	112	648.000000	459						69.avi	0	1280	800	0	0	629	457	1632	0	Content		648.000000	459	59730057	2547174942	3091068
59747	17:55:16.747	00:00:59.746	3586	662.1295	496.206100	0.641407	0.408965	704.754900	4.262977	0	645.8459	419.337100	0.482476	0.408325	708.955400	4.721986	0	112	654.000000	458						69.avi	0	1280	800	0	0	629	457	1632	0	Content		654.000000	458	59746682	2547191567	3091866
59763	17:55:16.763	00:00:59.763	3587	654.8235	492.124100	0.641421	0.409112	704.715000	4.248100	0	646.7059	423.980300	0.482479	0.408406	709.017300	4.706381	0	112	651.000000	458						69.avi	0	1280	800	0	0	629	457	1632	0	Content		651.000000	458	59763306	2547208191	3092664
59780	17:55:16.780	00:00:59.779	3588	656.8173	480.093100	0.641419	0.409044	704.742100	4.279642	0	650.3579	421.518300	0.482450	0.408301	709.020700	4.673903	0	112	654.000000	451						69.avi	0	1280	800	0	0	629	457	1632	0	Content		654.000000	451	59779930	2547224815	3093462
59797	17:55:16.797	00:00:59.796	3589	657.9053	494.105500	0.641441	0.408897	704.709700	4.265470	0	654.6484	423.509600	0.482479	0.408216	709.020700	4.671310	0	112	656.000000	459						69.avi	0	1280	800	0	0	629	457	1632	0	Content		656.000000	459	59796678	2547241563	3094266
59813	17:55:16.813	00:00:59.813	3590	657.0344	487.940100	0.641486	0.408946	704.698100	4.257744	0	648.1799	417.062900	0.482534	0.408224	709.020700	4.654190	0	112	653.000000	453						69.avi	0	1280	800	0	0	629	457	1632	0	Content		653.000000	453	59813300	2547258185	3095064
59830	17:55:16.830	00:00:59.829	3591	652.9452	490.670200	0.641568	0.408990	704.497300	4.256474	0	649.7358	415.677200	0.482652	0.408275	709.020700	4.661918	0	112	651.000000	453						69.avi	0	1280	800	0	0	629	457	1632	0	Content		651.000000	453	59829923	2547274808	3095861
59847	17:55:16.847	00:00:59.846	3592	651.8271	488.630800	0.641677	0.408907	704.214600	4.233683	0	657.9473	419.007400	0.482762	0.408147	709.020700	4.656196	0	112	655.000000	454						69.avi	0	1280	800	0	0	629	457	1632	0	Content		655.000000	454	59846550	2547291435	3096660
59863	17:55:16.863	00:00:59.863	3593	655.4257	480.860600	0.641794	0.408857	704.331200	4.244324	0	650.1675	427.662900	0.482883	0.408044	709.020700	4.643393	0	112	653.000000	454						69.avi	0	1280	800	0	0	629	457	1632	0	Content		653.000000	454	59863294	2547308179	3097463
59880	17:55:16.880	00:00:59.879	3594	654.2839	482.502900	0.641947	0.408957	704.595000	4.233334	0	651.1795	409.814600	0.483001	0.408088	709.020700	4.615488	0	112	653.000000	446						69.avi	0	1280	800	0	0	629	457	1632	0	Content		653.000000	446	59879918	2547324803	3098261
59897	17:55:16.897	00:00:59.896	3595	661.2139	456.349200	0.642137	0.409059	704.594300	4.239834	0	653.4606	413.155000	0.482532	0.407822	714.291300	4.605557	0	112	657.000000	435						69.avi	0	1280	800	0	0	629	457	1632	0	Content		657.000000	435	59896542	2547341427	3099059
59913	17:55:16.913	00:00:59.913	3596	656.0937	464.358200	0.642251	0.408835	704.372900	4.208490	0	658.5203	411.835600	0.482672	0.407698	714.291300	4.652192	0	112	657.000000	438						69.avi	0	1280	800	0	0	629	457	1632	0	Content		657.000000	438	59913167	2547358052	3099857
59930	17:55:16.930	00:00:59.929	3597	646.3193	463.507300	0.642384	0.408857	704.533800	4.211941	0	650.1592	411.279900	0.482770	0.407729	714.291300	4.651683	0	112	648.000000	437						69.avi	0	1280	800	0	0	629	457	1632	0	Content		648.000000	437	59929914	2547374799	3100661
59947	17:55:16.947	00:00:59.946	3598	644.2377	486.315500	0.642491	0.408808	704.634600	4.207484	0	644.1084	404.735100	0.482922	0.407759	714.291300	4.615848	0	112	644.000000	446						69.avi	0	1280	800	0	0	629	457	1632	0	Content		644.000000	446	59946539	2547391424	3101459
59963	17:55:16.963	00:00:59.963	3599	649.0021	474.141300	0.642622	0.408824	704.366100	4.196413	0	665.2109	401.876600	0.483095	0.407639	714.291300	4.624589	0	112	657.000000	438						69.avi	0	1280	800	0	0	629	457	1632	0	Content		657.000000	438	59963164	2547408049	3102257
59980	17:55:16.980	00:00:59.979	3600	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	112	0.000000	0						69.avi	0	1280	800	0	0	629	457	1632	0	Content		0.000000	0	59979787	2547424672	3103055
59996	17:55:16.996	00:00:59.996	3601	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	112	0.000000	0						69.avi	0	1280	800	0	0	629	457	1632	0	Content		0.000000	0	59996474	2547441359	3103856
60013	17:55:17.013	00:01:00.013	3602	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	112	0.000000	0						69.avi	0	1280	800	0	0	629	457	1632	0	Content		0.000000	0	60013141	2547458026	3104656
60030	17:55:17.030	00:01:00.029	3603	646.254	475.167500	0.642945	0.408745	704.669600	4.199810	0	643.2977	371.419800	0.482390	0.407579	721.782500	4.659557	0	112	645.000000	423						69.avi	0	1280	800	0	0	629	457	1632	0	Content		645.000000	423	60029784	2547474669	3105455
60046	17:55:17.046	00:01:00.046	3604	643.4215	479.462900	0.642986	0.408738	704.646200	4.191268	0	646.9083	388.789100	0.482449	0.407572	721.782500	4.641218	0	112	645.000000	434						69.avi	0	1280	800	0	0	629	457	1632	0	Content		645.000000	434	60046407	2547491292	3106253
60063	17:55:17.063	00:01:00.063	3605	651.1914	490.197100	0.643038	0.408737	704.563100	4.229672	0	656.7327	395.194000	0.482533	0.407574	721.782500	4.646179	0	112	654.000000	443						69.avi	0	1280	800	0	0	629	457	1632	0	Content		654.000000	443	60063158	2547508043	3107057
60080	17:55:17.080	00:01:00.079	3606	659.8416	475.273300	0.643096	0.408835	704.564900	4.190051	0	659.0845	396.655400	0.483788	0.407584	712.096400	4.647710	0	112	659.000000	436						69.avi	0	1280	800	0	0	629	457	1632	0	Content		659.000000	436	60079785	2547524670	3107855
60096	17:55:17.096	00:01:00.096	3607	652.8336	464.523500	0.643093	0.408840	704.499800	4.208564	0	668.2198	407.903100	0.483841	0.407611	712.096400	4.590765	0	112	661.000000	436						69.avi	0	1280	800	0	0	629	457	1632	0	Content		661.000000	436	60096408	2547541293	3108653
60113	17:55:17.113	00:01:00.113	3608	657.9814	479.429900	0.643112	0.408724	704.454700	4.215089	0	664.2263	414.049900	0.483846	0.407612	712.096400	4.589056	0	112	661.000000	447						69.avi	0	1280	800	0	0	629	457	1632	0	Content		661.000000	447	60113160	2547558045	3109457
60130	17:55:17.130	00:01:00.129	3609	653.3883	472.694800	0.643111	0.408661	704.428500	4.187804	0	659.2731	401.715600	0.483792	0.407559	712.096400	4.590632	0	112	656.000000	437						69.avi	0	1280	800	0	0	629	457	1632	0	Content		656.000000	437	60129782	2547574667	3110254
60146	17:55:17.146	00:01:00.146	3610	662.4277	472.683800	0.643093	0.408608	704.430200	4.196931	0	664.4177	406.051100	0.483745	0.407528	712.096400	4.564835	0	112	663.000000	439						69.avi	0	1280	800	0	0	629	457	1632	0	Content		663.000000	439	60146413	2547591298	3111053
60163	17:55:17.163	00:01:00.163	3611	679.083	468.627200	0.643065	0.408686	704.445400	4.216578	0	662.8305	405.886600	0.483440	0.407458	713.968400	4.562214	0	112	671.000000	437						69.avi	0	1280	800	0	0	629	457	1632	0	Content		671.000000	437	60163045	2547607930	3111851
60180	17:55:17.180	00:01:00.179	3612	675.6296	470.435200	0.643031	0.408545	704.435200	4.203959	0	657.4607	398.876700	0.483374	0.407465	713.968400	4.601094	0	112	667.000000	435						69.avi	0	1280	800	0	0	629	457	1632	0	Content		667.000000	435	60179796	2547624681	3112655
60196	17:55:17.196	00:01:00.196	3613	567.8173	436.082100	0.643674	0.408588	704.745200	4.216042	0	557.0884	382.774900	0.484064	0.407435	713.968400	4.628500	0	113	562.000000	409						69.avi	0	1280	800	0	0	462	396	133	0	Content		562.000000	409	60196420	2547641305	3113453
60213	17:55:17.213	00:01:00.213	3614	430.9488	429.753400	0.644539	0.408667	704.469700	4.187230	0	442.9057	365.877100	0.485059	0.407371	713.968400	4.612967	0	113	437.000000	398						69.avi	0	1280	800	0	0	462	396	133	0	Content		437.000000	398	60213040	2547657925	3114251
60230	17:55:17.230	00:01:00.229	3615	455.8336	417.446500	0.644632	0.408578	704.658000	4.189575	0	458.9106	375.289600	0.485106	0.407252	713.968400	4.621248	0	113	457.000000	396						69.avi	0	1280	800	0	0	462	396	133	0	Content		457.000000	396	60229654	2547674539	3115048
60246	17:55:17.246	00:01:00.246	3616	457.2622	416.706500	0.644613	0.408655	704.707500	4.191784	0	474.9154	367.161900	0.485758	0.407206	708.462000	4.613653	0	113	466.000000	392						69.avi	0	1280	800	0	0	462	396	133	0	Content		466.000000	392	60246405	2547691290	3115852
60263	17:55:17.263	00:01:00.263	3617	459.9843	423.718900	0.644548	0.408567	704.543300	4.199542	0	463.2748	367.324900	0.485659	0.407330	708.462000	4.564940	0	113	462.000000	396						69.avi	0	1280	800	0	0	462	396	133	0	Content		462.000000	396	60263031	2547707916	3116650
60280	17:55:17.280	00:01:00.279	3618	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	113	0.000000	0						69.avi	0	1280	800	0	0	462	396	133	0	Content		0.000000	0	60279653	2547724538	3117448
60296	17:55:17.296	00:01:00.296	3619	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	113	0.000000	0						69.avi	0	1280	800	0	0	462	396	133	0	Content		0.000000	0	60296341	2547741226	3118249
60313	17:55:17.313	00:01:00.313	3620	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	113	0.000000	0						69.avi	0	1280	800	0	0	462	396	133	0	Content		0.000000	0	60313008	2547757893	3119049
60330	17:55:17.330	00:01:00.329	3621	497.0859	417.662700	0.644304	0.408649	704.317700	4.206610	0	485.6473	372.005900	0.485371	0.407394	708.462000	4.590999	0	114	491.000000	395						69.avi	0	1280	800	0	0	538	378	300	0	Content		491.000000	395	60329653	2547774538	3119848
60346	17:55:17.346	00:01:00.346	3622	510.1066	404.722300	0.644265	0.408814	704.321500	4.216639	0	485.0297	379.859400	0.486796	0.407531	697.379500	4.593938	0	114	498.000000	392						69.avi	0	1280	800	0	0	538	378	300	0	Content		498.000000	392	60346276	2547791161	3120646
60363	17:55:17.363	00:01:00.362	3623	512.0511	412.134400	0.644143	0.408685	704.285300	4.209004	0	507.0623	380.403900	0.485178	0.407467	697.375900	4.614734	0	114	510.000000	396						69.avi	0	1280	800	0	0	538	378	300	0	Content		510.000000	396	60362901	2547807786	3121444
60380	17:55:17.380	00:01:00.379	3624	524.4786	406.879000	0.644092	0.408667	704.387700	4.232624	0	516.325	397.395100	0.486541	0.407361	697.379500	4.534947	0	114	520.000000	402						69.avi	0	1280	800	0	0	538	378	300	0	Content		520.000000	402	60379651	2547824536	3122248
60396	17:55:17.396	00:01:00.396	3625	526.22	402.770600	0.644024	0.408683	704.497200	4.224365	0	520.1132	362.515400	0.484993	0.407449	708.892200	4.701937	0	114	523.000000	383						69.avi	0	1280	800	0	0	538	378	300	0	Content		523.000000	383	60396274	2547841159	3123046
60413	17:55:17.413	00:01:00.412	3626	528.3007	402.664700	0.643919	0.408639	704.521700	4.218617	0	523.5347	360.443300	0.484883	0.407323	708.895800	4.631176	0	114	526.000000	382						69.avi	0	1280	800	0	0	538	378	300	0	Content		526.000000	382	60412899	2547857784	3123844
60430	17:55:17.430	00:01:00.429	3627	534.3378	411.447800	0.643800	0.408542	704.281500	4.227882	0	525.6866	351.679600	0.484768	0.407287	708.895800	4.626682	0	114	530.000000	382						69.avi	0	1280	800	0	0	538	378	300	0	Content		530.000000	382	60429520	2547874405	3124642
60446	17:55:17.446	00:01:00.446	3628	531.9012	408.810200	0.643665	0.408575	704.227300	4.237277	0	535.3073	350.551500	0.484680	0.407421	708.889200	4.687879	0	114	534.000000	380						69.avi	0	1280	800	0	0	538	378	300	0	Content		534.000000	380	60446273	2547891158	3125446
60463	17:55:17.463	00:01:00.462	3629	539.0038	404.556900	0.643547	0.408548	704.234300	4.222484	0	536.4214	352.271200	0.484525	0.407349	708.892800	4.637702	0	114	538.000000	378						69.avi	0	1280	800	0	0	538	378	300	0	Content		538.000000	378	60462896	2547907781	3126244
60480	17:55:17.480	00:01:00.479	3630	532.5726	399.069300	0.643357	0.408263	704.231600	4.196619	0	541.6374	344.123000	0.484403	0.407223	708.892800	4.622724	0	114	537.000000	372						69.avi	0	1280	800	0	0	538	378	300	0	Content		537.000000	372	60479520	2547924405	3127042
60496	17:55:17.496	00:01:00.496	3631	542.0362	394.517600	0.643239	0.408330	704.042400	4.225325	0	552.1323	344.141300	0.484264	0.407203	708.892800	4.631311	0	114	547.000000	369						69.avi	0	1280	800	0	0	538	378	300	0	Content		547.000000	369	60496144	2547941029	3127839
60513	17:55:17.513	00:01:00.512	3632	555.4626	396.900400	0.643140	0.408234	703.936200	4.235273	0	551.0674	332.739700	0.484161	0.407220	708.892800	4.637717	0	114	553.000000	365						69.avi	0	1280	800	0	0	538	378	300	0	Content		553.000000	365	60512895	2547957780	3128644
60530	17:55:17.530	00:01:00.529	3633	552.3582	391.382000	0.643047	0.408209	704.096900	4.229340	0	551.7956	339.760500	0.484070	0.407232	708.892800	4.617052	0	114	552.000000	366						69.avi	0	1280	800	0	0	538	378	300	0	Content		552.000000	366	60529518	2547974403	3129441
60546	17:55:17.546	00:01:00.546	3634	558.7448	411.078100	0.642989	0.407934	704.094200	4.207025	0	550.4377	347.468300	0.483972	0.407019	708.892800	4.625317	0	114	555.000000	379						69.avi	0	1280	800	0	0	538	378	300	0	Content		555.000000	379	60546145	2547991030	3130239
60563	17:55:17.563	00:01:00.562	3635	561.7975	387.892600	0.642925	0.408095	704.400500	4.218902	0	559.3936	339.399000	0.483920	0.407017	708.892800	4.602498	0	114	561.000000	364						69.avi	0	1280	800	0	0	538	378	300	0	Content		561.000000	364	60562893	2548007778	3131043
60580	17:55:17.580	00:01:00.579	3636	560.5552	355.849400	0.642888	0.408285	704.402600	4.221822	0	560.1121	341.847700	0.482198	0.406975	722.074000	4.600401	0	114	560.000000	349						69.avi	0	1280	800	0	0	538	378	300	0	Content		560.000000	349	60579520	2548024405	3131841
60596	17:55:17.596	00:01:00.596	3637	567.1695	366.655700	0.642811	0.408079	704.474100	4.218719	0	563.8849	323.509100	0.483774	0.407143	708.892800	4.620006	0	114	566.000000	345						69.avi	0	1280	800	0	0	538	378	300	0	Content		566.000000	345	60596139	2548041024	3132639
60613	17:55:17.613	00:01:00.612	3638	572.0518	381.007100	0.642768	0.407945	704.229500	4.213424	0	575.9699	292.929600	0.482120	0.406911	722.074000	4.676719	0	114	574.000000	337						69.avi	0	1280	800	0	0	538	378	300	0	Content		574.000000	337	60612765	2548057650	3133437
60630	17:55:17.630	00:01:00.629	3639	601.7905	393.741500	0.642603	0.408155	704.205300	4.208970	0	588.2944	330.373100	0.483579	0.407363	708.675000	4.652450	0	115	595.000000	362						69.avi	0	1280	800	0	0	595	407	450	0	Content		595.000000	362	60629516	2548074401	3134241
60646	17:55:17.646	00:01:00.646	3640	599.6969	474.647900	0.642492	0.408765	704.351400	4.206524	0	570.9892	418.507200	0.483516	0.407976	708.678600	4.575063	0	115	585.000000	447						69.avi	0	1280	800	0	0	595	407	450	0	Content		585.000000	447	60646141	2548091026	3135039
60663	17:55:17.663	00:01:00.662	3641	613.5873	453.874000	0.642664	0.409067	704.233000	4.203107	0	592.0217	416.002500	0.483570	0.407964	708.671500	4.732163	0	115	603.000000	435						69.avi	0	1280	800	0	0	595	407	450	0	Content		603.000000	435	60662765	2548107650	3135837
60679	17:55:17.679	00:01:00.679	3642	611.9797	451.820700	0.642684	0.408960	704.039500	4.190571	0	582.8997	402.137100	0.483599	0.408015	708.678600	4.585180	0	115	597.000000	427						69.avi	0	1280	800	0	0	595	407	450	0	Content		597.000000	427	60679388	2548124273	3136635
60696	17:55:17.696	00:01:00.696	3643	604.2859	459.894700	0.642778	0.408960	704.092500	4.190431	0	583.5146	393.289300	0.483698	0.408005	708.678600	4.574923	0	115	594.000000	427						69.avi	0	1280	800	0	0	595	407	450	0	Content		594.000000	427	60696137	2548141022	3137439
60713	17:55:17.713	00:01:00.712	3644	604.9009	447.635800	0.642846	0.408922	704.173300	4.179645	0	592.2028	408.709100	0.483826	0.407793	708.678600	4.579722	0	115	599.000000	428						69.avi	0	1280	800	0	0	595	407	450	0	Content		599.000000	428	60712761	2548157646	3138237
60729	17:55:17.729	00:01:00.729	3645	606.7736	460.882600	0.642948	0.408812	704.170700	4.183552	0	591.3693	413.795200	0.483885	0.407778	708.678600	4.583253	0	115	599.000000	437						69.avi	0	1280	800	0	0	595	407	450	0	Content		599.000000	437	60729386	2548174271	3139035
60746	17:55:17.746	00:01:00.746	3646	604.7764	440.034100	0.643010	0.408927	704.221800	4.209492	0	598.1885	406.067800	0.483949	0.407802	708.697700	4.629279	0	115	601.000000	423						69.avi	0	1280	800	0	0	595	407	450	0	Content		601.000000	423	60746009	2548190894	3139833
60763	17:55:17.763	00:01:00.762	3647	602.376	437.813100	0.643050	0.408727	704.219200	4.169360	0	594.4845	409.853100	0.483972	0.407677	708.701200	4.584065	0	115	598.000000	424						69.avi	0	1280	800	0	0	595	407	450	0	Content		598.000000	424	60762762	2548207647	3140637
60779	17:55:17.779	00:01:00.779	3648	600.2076	442.681200	0.643093	0.408722	704.160800	4.185911	0	586.133	393.974200	0.483989	0.407597	708.701200	4.581731	0	115	593.000000	418						69.avi	0	1280	800	0	0	595	407	450	0	Content		593.000000	418	60779383	2548224268	3141435
60796	17:55:17.796	00:01:00.796	3649	599.8027	443.577300	0.643126	0.408751	704.188300	4.170015	0	579.8512	390.530900	0.484023	0.407637	708.701200	4.595001	0	115	590.000000	417						69.avi	0	1280	800	0	0	595	407	450	0	Content		590.000000	417	60796009	2548240894	3142233
60813	17:55:17.813	00:01:00.812	3650	606.7395	439.678100	0.643157	0.408744	704.192200	4.184448	0	583.0696	390.190000	0.484045	0.407628	708.701200	4.596169	0	115	595.000000	415						69.avi	0	1280	800	0	0	595	407	450	0	Content		595.000000	415	60812632	2548257517	3143031
60829	17:55:17.829	00:01:00.829	3651	606.8091	439.372000	0.643176	0.408694	704.217700	4.199509	0	571.2828	385.434500	0.484056	0.407578	708.701200	4.583393	0	115	589.000000	412						69.avi	0	1280	800	0	0	595	407	450	0	Content		589.000000	412	60829383	2548274268	3143835
60846	17:55:17.846	00:01:00.846	3652	602.629	436.170600	0.643202	0.408703	704.287500	4.202410	0	586.4366	391.519600	0.484121	0.407657	708.560900	4.654595	0	115	595.000000	414						69.avi	0	1280	800	0	0	595	407	450	0	Content		595.000000	414	60846005	2548290890	3144632
60863	17:55:17.863	00:01:00.862	3653	606.9351	434.395800	0.643219	0.408716	704.309300	4.193827	0	583.3233	386.676400	0.484147	0.407623	708.564400	4.608840	0	115	595.000000	411						69.avi	0	1280	800	0	0	595	407	450	0	Content		595.000000	411	60862629	2548307514	3145430
60879	17:55:17.879	00:01:00.879	3654	610.5917	405.061000	0.643276	0.408802	704.299700	4.227227	0	579.3398	389.161900	0.482937	0.407425	718.626500	4.608607	0	115	595.000000	397						69.avi	0	1280	800	0	0	595	407	450	0	Content		595.000000	397	60879255	2548324140	3146228
